<<<<<<< HEAD
"SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
158.33,158.6,157.73,158.24,95918800,153.66
158.67,159.65,158.42,159.3,88572800,154.68
159.27,159.72,158.61,159.68,116010700,155.05
159.33,159.41,158.1,158.28,138874200,153.69
158.68,159.89,158.53,159.75,96407600,155.12
161.14,161.88,159.78,161.37,144202300,156.69
161.49,162.01,161.42,161.78,66882100,157.09
162.13,162.65,161.67,162.6,90359200,157.89
162.42,163.39,162.33,163.34,97419200,158.61
163.27,163.7,162.47,162.88,106738600,158.16
162.99,163.55,162.51,163.41,103203000,158.68
163.2,163.81,162.82,163.54,81843200,158.8
163.67,165.35,163.67,165.23,119000900,160.44
164.96,166.45,164.91,166.12,120718500,161.31
165.78,166.36,165.09,165.34,109913600,160.55
165.95,167.04,165.73,166.94,129801000,162.1
166.78,167.58,166.61,166.93,85071200,162.09
167.08,167.8,166.5,167.17,95804200,162.33
167.34,169.07,165.17,165.93,244031800,161.12
164.16,165.91,163.94,165.45,211064400,160.66
164.47,165.38,163.98,165.31,151573900,160.52
167.04,167.78,165.81,166.3,143679800,161.48
165.42,165.8,164.34,165.22,160363400,160.43
165.35,166.59,165.22,165.83,107793800,161.03
165.37,166.31,163.13,163.45,176850100,158.71
163.83,164.46,162.66,164.35,168390700,159.59
164.44,165.1,162.73,163.56,157631500,158.82
163.09,163.42,161.13,161.27,211737800,156.6
161.2,162.74,160.25,162.73,200225500,158.02
163.85,164.95,163.14,164.8,188337800,160.03
165.31,165.4,164.37,164.8,105667100,160.03
163.3,164.54,162.74,163.1,159505400,158.37
164.22,164.39,161.6,161.75,177361500,157.06
161.66,164.5,161.3,164.21,163587800,159.45
164.03,164.67,162.91,163.18,141197500,158.45
164.29,165.22,163.22,164.44,136295600,159.68
164.53,165.99,164.52,165.74,114695600,160.94
165.6,165.89,163.38,163.45,206149500,158.71
161.86,163.47,158.98,159.4,321255900,154.78
159.64,159.76,157.47,159.07,271956800,155.28
157.41,158.43,155.73,157.06,222329000,153.32
158.48,160.1,157.42,158.57,162262200,154.79
159.87,160.5,159.25,160.14,134848000,156.32
161.1,161.82,160.95,161.08,129483700,157.24
160.63,161.4,159.86,160.42,160402900,156.6
161.26,162.48,161.08,161.36,131954800,157.51
161.12,162.3,160.5,161.21,154863700,157.37
160.48,161.77,160.22,161.28,75216400,157.44
162.47,163.08,161.3,163.02,122416900,159.13
163.86,164.39,163.08,163.95,108092500,160.04
164.98,165.33,164.27,165.13,119298000,161.19
164.97,165.75,164.63,165.19,121410100,161.25
167.11,167.61,165.18,167.44,135592200,163.45
167.39,167.93,167.13,167.51,104212700,163.52
167.97,168.39,167.68,168.15,69450600,164.14
168.26,168.36,167.07,167.52,88702100,163.53
168.16,168.48,167.73,167.95,92873900,163.95
168.31,169.27,168.2,168.87,103620100,164.84
168.52,169.23,168.31,169.17,103831700,165.14
169.41,169.74,169.01,169.5,79428600,165.46
169.8,169.83,169.05,169.14,80829700,165.11
169.79,169.86,168.18,168.52,112914000,164.5
168.22,169.08,167.94,168.93,111088600,164.9
168.22,169.16,167.52,169.11,107814600,165.08
168.68,169.06,168.11,168.59,79695000,164.57
169.1,169.28,168.19,168.59,85209600,164.57
168.94,169.85,168.49,168.71,142388700,164.69
169.99,170.81,169.9,170.66,110438400,166.59
170.28,170.97,170.05,170.95,91116700,166.88
170.57,170.96,170.35,170.7,54072700,166.63
170.37,170.74,169.35,169.73,87495000,165.68
169.19,169.43,168.55,169.18,84854700,165.15
169.98,170.18,168.93,169.8,102181300,165.75
169.58,170.1,168.72,169.31,91757700,165.27
168.46,169.31,168.38,169.11,68593300,165.08
169.41,169.9,168.41,169.61,80806000,165.57
169.53,169.8,168.7,168.74,79829200,164.72
167.41,167.43,166.09,166.38,152931800,162.41
166.06,166.63,165.5,165.83,130868200,161.88
165.64,166.21,164.76,164.77,96437600,160.84
165.04,166.2,164.86,165.58,89294400,161.63
165.12,166.03,164.19,164.56,159530500,160.64
164.9,166.3,164.89,166.06,101471400,162.1
166.55,166.83,165.77,166.62,90888900,162.65
166.79,167.3,165.89,166,89702100,162.04
164.36,166,163.21,163.33,158619400,159.44
163.26,164.49,163.05,163.91,108113000,160
163.55,165.04,163.4,164.17,119200500,160.26
164.51,164.53,163.17,163.65,134928900,159.75
165.23,165.58,163.7,164.39,142375100,160.47
164.43,166.03,164.13,165.75,97389400,161.8
165.85,166.4,165.73,165.96,63090500,162
166.51,166.98,164.48,166.04,159756500,162.08
166.45,167.73,166.45,167.63,87559300,163.63
168.64,168.9,168.26,168.87,105847200,164.84
168.64,169.4,168.35,169.4,94545900,165.36
169.34,169.56,168.72,168.95,83209000,164.92
169.13,169.46,168.74,169.33,72727800,165.29
171.16,171.24,170.04,170.31,106299200,166.25
170.46,171.11,170.46,171.07,82523300,166.99
171.01,173.52,170.58,173.05,203460600,168.93
173.52,173.6,172.59,172.76,146616900,168.64
172.33,172.33,170.58,170.72,132867100,167.46
170.49,170.65,169.39,169.93,104616500,166.69
169.9,170.53,169.21,169.53,106333100,166.3
169.64,169.98,168.89,169.04,117306500,165.82
169.32,170.17,169.05,169.69,77146900,166.45
168.84,169.14,168.47,168.91,99141800,165.69
167.48,168.54,167.15,168.01,143937000,164.8
168.14,169.5,167.97,169.34,127160000,166.11
168.35,169.34,167.83,169.18,113350000,165.95
168.79,168.94,166.84,167.62,176698000,164.42
167.75,169.06,167.53,168.89,96878000,165.67
167.42,168.45,167.25,167.43,96295000,164.24
167.4,167.62,165.36,165.48,178015000,162.32
165.8,166.2,164.53,165.6,168973000,162.44
167.29,169.26,167.23,169.17,195955000,165.94
168.91,170.32,168.77,170.26,105040000,167.01
169.21,171.08,169.08,170.94,112106000,167.68
170.51,171.15,169.47,169.7,155485000,166.46
170.72,172.16,170.64,172.07,161676000,168.79
171.37,173.32,171.34,173.22,129389000,169.92
173.86,174.51,173.51,174.39,138316000,171.06
174.45,174.75,174.01,174.4,104104000,171.07
174.91,175.93,174.43,175.41,126663000,172.06
174.81,174.89,173.96,174.57,105484000,171.24
174.92,175.37,174.51,175.15,70350000,171.81
175.51,176,175.17,175.95,93625000,172.59
175.89,176.47,175.7,176.23,84979000,172.87
176.63,177.24,176.38,177.17,87401000,173.79
177.38,177.51,175.66,176.29,140002000,172.93
176.15,176.89,175.53,175.79,133795000,172.44
176.02,176.61,175.22,176.21,142805000,172.85
176.69,176.9,175.98,176.83,85677000,173.46
176.14,176.75,175.57,176.27,85825000,172.91
177.03,177.5,176.54,177.17,87348000,173.79
177.5,177.64,174.76,174.93,1.57e+08,171.59
174.87,177.31,174.85,177.29,136713000,173.91
177.12,177.53,176.91,177.32,62614000,173.94
176.94,177.36,176.37,176.96,83990000,173.58
176.09,178.43,176.09,178.38,103844000,174.98
178.54,179.42,178.25,179.27,103435000,175.85
179.56,180.12,179.33,180.05,102818000,176.62
180.35,180.5,179.02,179.42,104796000,176
179.33,179.87,178.72,179.03,93891000,175.61
179.39,179.93,177.98,178.47,124909000,175.07
178.97,180.05,178.86,179.91,92841000,176.48
179.98,180.83,179.77,180.81,81296000,177.36
181.13,181.17,180.37,180.63,79486000,177.18
180.72,181.22,180.41,180.68,86994000,177.23
180.87,181.24,180.65,181.12,58800000,177.66
181.32,181.75,180.8,181,55870900,177.55
181.09,181.43,180.25,180.53,99726000,177.09
179.94,180.39,179.17,179.75,116563000,176.32
179.1,180.48,178.35,179.73,123033000,176.3
179.41,179.74,178.77,178.94,106934000,175.53
180.67,181.11,180.15,180.94,127728000,177.49
181.47,181.67,181.16,181.4,70124000,177.94
180.98,181.36,180.64,180.75,80976000,177.3
180.82,180.85,178.5,178.72,130591000,175.31
178.64,178.86,177.76,178.13,115565000,174.73
178.5,178.66,177.77,178.11,107808000,174.71
178.95,179.81,178.9,179.22,96195000,175.8
179.38,179.41,178.25,178.65,89886000,175.24
178.92,181.73,177.32,181.7,234906000,178.23
181.18,181.7,180.71,181.49,136531200,178.03
180.69,181.99,180.57,181.56,197087000,179.06
182.45,182.64,182.07,182.53,85598000,180.02
182.54,183.01,182.53,182.93,45368800,180.41
183.34,183.96,183.32,183.86,63365000,181.33
184.1,184.18,183.66,183.85,61814000,181.32
183.87,184.02,183.58,183.82,56857000,181.29
184.07,184.69,183.93,184.69,86119900,182.15
183.98,184.07,182.48,182.92,119636900,180.4
183.23,183.6,182.63,182.89,81390600,180.37
183.49,183.56,182.08,182.36,108028200,179.85
183.09,183.79,182.95,183.48,86144200,180.96
183.45,183.83,182.89,183.52,96582300,181
184.11,184.13,182.8,183.64,90683400,181.11
183.95,184.22,183.01,184.14,102026400,181.61
183.67,184.18,181.34,181.69,149892000,179.19
182.29,183.77,181.95,183.67,105016100,181.14
184.1,184.94,183.71,184.66,98525800,182.12
184.28,184.66,183.83,184.42,72290600,181.88
184.1,184.45,183.32,183.64,107848700,181.11
184.7,184.77,183.05,184.18,88621200,181.65
184.49,184.57,183.91,184.3,61270900,181.77
183.37,183.4,181.82,182.79,132496900,180.28
181.6,181.66,178.83,178.89,208677100,176.43
179.06,179.52,177.12,178.01,180843100,175.56
178.14,179.3,178.12,179.07,110463200,176.61
177.58,178.55,176.88,177.35,216597300,174.91
178.83,179.81,178.26,179.23,118938100,176.77
177.01,179.29,176.92,178.18,194677900,175.73
177.97,178.37,173.83,174.17,254837100,171.77
174.95,175.84,174.11,175.39,165012400,172.98
174.78,175.56,173.71,175.17,164230500,172.76
175.58,177.48,175.22,177.48,132877600,175.04
178.31,179.87,177.73,179.68,170787200,177.21
179.7,180.07,179.21,180.01,92218800,177.53
180.16,182.44,180.04,181.98,117814100,179.48
182.25,182.83,181.71,182.07,94717700,179.57
180.84,183.2,180.83,183.01,100542200,180.49
182.84,184.36,182.67,184.02,96498400,181.49
184.18,184.49,183.65,184.24,80460900,181.71
183.76,184.95,182.87,183.02,126524300,180.5
183.27,184.52,182.6,184.1,104998100,181.57
184.45,184.89,183.8,183.89,118116400,181.36
184.28,186.15,184.2,184.91,114063900,182.37
185.06,185.59,184.23,184.84,117085000,182.3
185.11,185.6,184.33,184.85,98677200,182.31
184.58,185.87,184.37,185.82,93880800,183.26
185.79,187.15,185.05,186.29,150842000,183.73
184.65,185.45,183.75,184.98,167748500,182.44
186.79,187.98,186.75,187.58,167545900,185
187.74,188.07,187.45,187.75,88376900,185.17
188.21,188.61,187.78,188.18,82516500,185.59
188.96,188.96,187.43,188.26,114513500,185.67
187.97,188.23,187.08,188.16,74939200,185.57
188.44,188.71,186.8,187.23,99009100,184.66
186.32,187.35,185.9,187.28,104824400,184.7
187.84,187.99,184.66,185.18,155014300,182.63
184.85,185.8,184.44,184.66,153919600,182.12
185.59,186.77,185.51,186.33,98359500,183.77
186.71,187.91,186.51,187.66,101804600,185.08
187.68,187.94,185.47,186.66,176267300,184.09
186.25,187.89,185.92,187.75,117241000,185.17
187.71,189.02,186.03,186.2,163128000,184.45
186.84,187.07,184.62,185.43,121411000,183.69
186.37,186.94,185.27,186.31,103852000,184.56
187.04,187.34,184.92,184.97,119843000,183.23
184.75,185.34,183.9,184.58,142383000,182.85
185.11,186.42,185,185.49,101642000,183.75
186.67,187.3,185.52,187.01,99745000,185.25
187.62,188.36,187,188.25,89193000,186.48
188.49,189.13,188.14,188.88,78774000,187.1
189.17,189.22,188.05,188.63,77435000,186.86
189.66,189.7,186.1,186.4,169381000,184.65
185.95,186.26,183.96,184.34,140803000,182.61
184.26,185.4,183.59,185.1,112660000,183.36
185.6,187.15,185.06,187.09,100254000,185.33
187.08,187.17,182.93,183.16,172959000,181.44
182.14,183.42,181.31,181.51,167251000,179.8
182.93,183.37,181.44,182.94,132382000,181.22
183.32,184.33,181.51,184.2,157093000,182.47
185.47,186.14,184.65,186.13,105197000,184.38
185.88,186.91,185.56,186.39,105255000,184.64
186.44,187.1,186.21,187.04,68329000,185.28
187.23,188.4,187.13,187.89,85790000,186.12
187.82,187.92,187.3,187.45,73869000,185.69
188.37,188.39,186.93,187.83,88170000,186.06
187.22,187.33,185.87,186.29,100380000,184.54
187.05,187.69,184.96,186.88,135121000,185.12
187.48,188.04,187.08,187.75,84098000,185.99
187.44,188.5,187.18,188.31,101508000,186.54
188.22,188.84,187.73,188.33,93019000,186.56
188.31,189.14,187.78,188.06,98122000,186.29
187.14,188.55,186.62,188.42,75883000,186.65
188,188.13,186.74,186.78,85454000,185.02
187.41,187.97,186.01,187.88,106500000,186.11
187.71,189.05,187.08,187.68,93618000,185.92
187.71,188.04,186.83,187.96,83679000,186.19
188.8,189.88,188,189.79,86940000,188.01
190.04,190.42,189.77,189.96,66454000,188.17
189.79,189.88,188.79,189.06,72367000,187.28
188.68,188.72,186.48,187.4,154956000,185.64
187.51,188.13,186.72,188.05,97458000,186.28
187.69,188.89,187.52,188.74,63839000,186.97
188.65,188.67,187.07,187.55,111644000,185.79
188.09,189.22,188.06,189.13,89093000,187.35
189.18,189.98,188.86,189.59,61549000,187.81
189.76,190.48,189.59,190.35,61092800,188.56
191.06,191.58,190.95,191.52,72010000,189.72
191.52,191.82,191.06,191.38,66723000,189.58
191.82,192.4,191.33,192.37,64377000,190.56
192.19,192.8,192.03,192.68,76316000,190.87
192.95,192.99,191.97,192.9,64656000,191.09
192.43,192.9,192.25,192.8,65047000,190.99
192.47,193.3,192.27,193.19,55529000,191.37
193.41,194.65,192.7,194.45,92103000,192.62
194.87,195.43,194.78,195.38,78696000,193.54
195.35,196.05,195.17,195.58,65119000,193.74
195.34,195.64,194.92,195.6,57129000,193.76
194.9,195.12,194.48,194.92,68772000,193.09
194.69,194.8,193.11,193.54,106350000,191.72
193.92,194.32,193.3,194.13,82017000,192.31
193.89,194.7,193.66,194.29,87424000,192.46
194.02,194.97,193.81,194.83,84834000,193
194.83,196.37,194.4,196.26,105267000,194.42
196.43,196.6,195.8,196.48,85929000,194.63
196.03,196.1,195.7,195.94,100587000,195.03
195.99,196.05,195.52,195.88,70611000,194.97
195.53,196.5,194.48,194.7,96237000,193.79
194.29,195.78,194.25,195.58,82782000,194.67
195.61,195.63,194.13,195.44,84312000,194.53
194.98,195.88,194.89,195.82,71445100,194.91
195.7,196.17,195.53,195.72,70504000,194.81
196.2,197.63,196.13,197.03,90470000,196.11
197.05,197.48,196.96,197.23,52475000,196.31
197.79,198.29,197.64,198.2,52938800,197.28
197.82,197.98,197.22,197.51,61696000,196.59
197.15,197.22,195.76,196.24,108143000,195.33
196.73,197.3,196.31,197.12,72992000,196.2
195.22,196.86,195.06,196.34,99040000,195.43
196.22,196.75,195.78,196.61,64243000,195.7
197.61,197.86,197.44,197.6,58658000,196.68
197.72,198.1,196.36,197.23,111307000,196.31
198.11,198.26,197.42,197.96,80073000,197.04
197.35,198.1,195.43,195.71,145398000,194.8
196.35,197.91,196.24,197.71,124330000,196.79
197.09,197.5,196.43,197.34,67592000,196.42
198.01,198.56,197.87,198.2,67678000,197.28
198.5,198.85,198.1,198.64,65612000,197.72
198.83,199.06,198.45,198.65,56888000,197.73
198.09,198.26,197.33,197.72,76837000,196.8
197.76,198.09,196.62,197.8,69259000,196.88
198.17,198.45,196.92,196.95,80466000,196.03
197.65,197.91,196.16,196.98,104222000,196.06
195.61,195.78,192.97,193.09,183479000,192.19
192.56,193.76,191.57,192.5,189261000,191.6
192.87,194.3,192.05,193.89,91340000,192.99
193.1,193.6,191.31,192.01,152690000,191.12
191.11,192.89,191.08,192.07,94818000,191.18
192.94,193.13,190.55,191.03,135733000,190.14
191.46,193.37,190.95,193.24,117014000,192.34
193.97,194.66,193.71,193.8,74544000,192.9
193.61,194.15,192.94,193.53,73632000,192.63
194.29,195.06,193.96,194.84,69047000,193.93
195.16,195.76,194.98,195.76,57371000,194.85
196.47,196.65,194.31,195.72,139951000,194.81
196.8,197.45,196.69,197.36,75424000,196.44
197.84,198.54,197.44,198.39,59135000,197.47
198.12,199.16,198.08,198.92,72763000,197.99
199.09,199.76,198.93,199.5,67791000,198.57
199.34,199.69,198.74,199.19,76107000,198.26
200.14,200.59,199.15,200.2,63855000,199.27
200.33,200.82,200.28,200.33,47298000,199.4
200.43,200.57,199.94,200.25,47874000,199.32
199.59,200.27,199.39,200.14,58330000,199.21
200.45,200.73,199.82,200.71,65907000,199.78
200.97,201,199.86,200.61,72426000,199.68
201.38,201.41,200.22,200.5,57462000,199.57
200.84,201.58,199.66,200.21,85236000,199.28
200.17,201.19,199.41,201.11,102177000,200.17
200.92,201.21,200,200.59,64146000,199.66
200.41,200.55,198.91,199.32,88591000,198.39
199.43,200.2,198.77,200.07,67251000,199.14
199.27,200.33,199.12,200.3,66774400,199.37
200.1,200.12,198.56,199.13,117479000,198.2
199.16,199.32,198.38,198.98,76401000,198.05
198.61,200.84,198.5,200.48,116201000,199.55
200.77,201.68,199.75,200.75,151266000,199.82
201.36,201.85,201.1,201.82,94990000,200.88
201.52,201.9,200.29,200.7,121649000,200.7
200.35,200.38,198.73,199.15,125553000,199.15
198.43,199.26,197.95,198.01,111393000,198.01
198.04,199.69,197.52,199.56,107276000,199.56
199.04,199.05,196.27,196.34,150300000,196.34
196.7,198.39,196.42,197.9,103547000,197.9
196.2,197.89,196.05,197.54,95112000,197.54
197.69,198.3,196.61,197.02,131302000,197.02
196.7,196.77,193.91,194.35,177798000,194.35
194.18,195.06,192.35,194.38,157285000,194.38
195.68,196.94,195.08,196.52,121569000,196.52
197.34,197.6,195.58,196.29,104778000,196.29
195.28,195.72,193.22,193.26,147913000,193.26
193.37,196.92,192.36,196.64,186102500,196.64
196.33,196.6,192.58,192.74,210024300,192.74
192.69,193.65,190.49,190.54,221537700,190.54
190.46,191.15,187.3,187.41,230399200,187.41
188.42,189.82,187.04,187.7,215590700,187.7
185.16,187.69,181.92,186.43,380441400,186.43
183.06,187.58,182.89,186.27,270219900,186.27
188.42,189.75,187.62,188.47,214264600,188.47
188.13,190.45,188.07,190.3,129686800,190.3
191.68,194.2,191.48,194.07,154537800,194.07
194.41,194.91,192.61,192.69,151400400,192.69
194.62,196.2,194.26,194.93,154752400,194.93
195.25,196.49,194.49,196.43,116840100,196.43
195.73,196.45,195.03,196.16,82765400,196.16
196.82,198.42,196.73,198.41,106255600,198.41
198.55,199.12,196.8,198.11,142300800,198.11
197.58,199.95,197.4,199.38,113047900,199.38
=======
